1.2855	1.1783	1.0796	1.0594	1.0173	0.9358	1.1414	0.8954	1.1327	1.1625	0.8280	0.7875	0.9827	0.7961	0.7713	0.9230
1.0027	1.1769	1.3747	1.3894	1.3085	1.1465	1.1760	1.0581	0.9466	0.9973	0.9590	0.9367	0.8994	0.9646	0.8791	0.8433
1.0490	0.8475	0.9175	1.2488	0.8590	0.9763	0.9269	0.9663	1.0073	1.0681	0.9927	0.9296	1.1268	1.1910	1.1902	1.3317
1.1032	1.1864	1.1415	1.1865	1.0793	1.0667	1.1259	0.8857	0.9969	0.8968	0.9091	1.0031	0.8216	0.9707	0.8074	0.9567
1.3936	1.0033	0.9521	1.0250	0.9658	0.9855	0.9979	0.8478	0.9453	0.9833	1.0021	1.1507	0.9513	1.2878	1.2205	1.4700
1.1983	1.0648	0.9948	1.1509	0.9939	1.0849	1.1098	1.0052	0.8434	1.0488	0.8987	0.8688	0.8874	0.8141	1.1093	0.9291
1.1528	1.0941	1.0533	0.9880	0.9581	0.9625	1.0266	0.9884	0.9019	1.0722	0.9910	0.8282	1.0090	1.1276	0.9305	1.0978
1.2585	1.2028	1.0485	1.0481	1.0717	1.0961	1.0641	0.9519	1.0940	0.8195	0.8756	0.8081	0.7355	0.7270	0.7276	0.7558
0.6582	0.6944	0.9413	0.7751	1.0062	0.9938	0.8417	1.0925	1.1156	0.9384	1.1078	1.0262	1.3135	0.9573	1.3124	1.2960
1.2172	0.9844	0.9558	1.1155	1.0156	0.9540	0.8978	1.1728	0.8300	0.8476	0.9626	0.8810	1.0563	1.0400	1.1468	1.1063
0.6542	0.6956	0.9208	0.8607	0.9929	1.0297	0.9540	1.0122	0.9936	1.0417	1.0940	0.9426	1.3355	1.1525	1.0064	1.2032
1.2334	1.1543	1.1464	1.1844	1.0843	1.1109	1.1323	0.9788	1.0212	0.8904	0.8642	0.9062	0.8770	0.8220	0.8836	0.8412
1.0119	0.8820	0.8401	0.8905	0.8406	0.8755	0.7467	0.9994	0.9351	1.0006	1.1632	1.0138	1.1315	1.1858	1.1048	1.6012
1.1126	1.0693	1.0648	0.9959	0.8571	1.0019	1.0360	1.0486	0.9611	0.9050	0.9576	0.8942	0.9981	0.8939	1.0605	1.1232
1.2409	1.1615	0.9035	0.9325	1.0031	1.0684	1.0026	1.0814	1.0085	0.9587	1.0207	0.9471	0.9974	0.8075	0.7484	0.9678
0.9704	0.9335	1.0340	0.9080	1.0082	1.0499	0.9768	1.0127	0.0000	0.8952	0.9310	1.0515	0.9140	1.0000	1.0047	1.1547
0.8921	0.8814	0.8531	0.0000	0.9450	0.8814	1.0117	1.0150	0.9479	1.0000	1.0575	0.9703	1.0202	1.0819	1.2033	1.2879
1.4601	1.3871	1.0395	1.3267	0.9715	1.0000	1.1730	1.0368	0.9604	0.0000	0.0000	0.8249	0.0000	0.8117	0.9654	0.9679
1.3960	1.0047	1.1495	0.8828	0.7516	1.1126	0.9857	0.9953	1.0946	1.0566	0.9214	1.0331	0.8362	0.8498	0.9859	1.0858
1.1846	1.1719	1.1998	1.2410	1.0339	1.0753	0.9699	0.9362	1.0000	1.0064	0.8942	0.7727	0.7767	0.6972	0.4642	0.0000
1.2770	0.9008	0.0000	0.9367	1.1465	1.1168	0.9226	1.0425	1.0000	0.9652	0.9420	1.0926	0.8079	1.0802	1.0024	0.9241
0.6618	0.7445	1.1066	1.0679	1.1998	1.1887	1.1210	1.0469	0.9760	1.1224	0.9482	0.9743	1.0240	0.8655	0.8271	0.9320
1.0349	0.8782	0.9502	1.0082	0.8858	0.9848	0.9169	0.9469	0.0000	1.0830	0.9869	1.0000	1.2184	1.3582	1.3499	1.5537
1.0496	1.0714	0.8325	1.0597	0.8984	1.0000	0.9549	0.9746	1.1659	0.9539	1.0473	1.0787	0.9992	0.9780	0.0000	1.0285
1.2145	0.0000	1.0000	1.0903	1.1215	1.0570	1.1460	1.0721	1.0516	0.8991	0.9610	0.8885	0.9374	0.7355	0.7302	0.6828
