date	p0	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p20	p21	p22	p23	p24
20170701	0.95566966	0.93880105	1.05793489	1.03177713	0.41984039	0.96395895	1.17168471	1.22301603	1.00000000	0.54877509	1.15148373	1.25281770	0.91876373	0.99984694	0.67077797	1.26945986	1.30628516	1.43956798	1.25836280	0.61015254	0.97444235	1.52513323	0.84572983	1.12082751	0.70465778
20180201	0.71432337	0.92461971	1.04895097	1.04507494	0.60365616	0.77809619	1.14242058	1.17282807	1.00188999	0.72169933	0.94390131	1.23850579	0.90720737	1.00000000	0.85609236	1.03134107	1.29242025	1.43189458	1.27096296	0.79012035	0.78693562	1.51490575	0.82760716	1.08867660	0.91053625
20180801	0.98498399	0.92202471	1.04967887	1.01735624	0.41076647	0.98991702	1.16921375	1.20715786	0.98812374	0.53774504	1.14880889	1.24028094	0.92474157	1.00000000	0.64848523	1.28708549	1.31881631	1.42294300	1.24867846	0.58393542	0.97635404	1.49775013	0.83255126	1.08117218	0.66960952
20181001	0.95026793	0.92652501	1.04163400	1.02260679	0.43695218	0.95121325	1.13571709	1.17462286	0.98025419	0.54798449	1.09520238	1.22417303	0.90422976	1.00000000	0.66203595	1.24153207	1.28697471	1.39199494	1.23313015	0.59543249	0.96219392	1.48924432	0.84143863	1.08240575	0.69574850
20190201	0.81978480	0.92647903	1.05670826	1.04837371	0.55188143	0.86424029	1.14771916	1.19271174	1.00000000	0.67763405	0.97625888	1.23487077	0.91374668	1.02151325	0.80055281	1.13917192	1.31160117	1.42395998	1.27050758	0.73629063	0.87423106	1.49068868	0.84091087	1.06712372	0.84851351
20190401	0.86537836	0.91039988	1.03648595	1.03056963	0.49819052	0.89201800	1.12667784	1.16718943	0.98267119	0.61887805	1.02802340	1.21306363	0.90713888	1.00000000	0.73918349	1.17389907	1.28654568	1.40168553	1.25046174	0.66679412	0.88961038	1.46292903	0.79354618	1.04653552	0.77491111
20191001	0.88769070	0.86855344	1.00000000	1.01540368	0.40559921	0.90004529	1.08338343	1.11870354	0.97638610	0.52435022	1.02325033	1.16537093	0.87706413	1.00703290	0.64159498	1.15973207	1.23018822	1.37386897	1.25001976	0.58856465	0.91084938	1.42795375	0.77918134	1.05077882	0.67185002
20200201	1.05086895	0.89564444	0.98648249	0.94204116	0.27209534	1.00000000	1.10502741	1.10712076	0.91506840	0.37414602	1.16008377	1.19185114	0.88181843	0.94609736	0.47411086	1.30522157	1.24922843	1.35550081	1.17192890	0.42309716	1.00798865	1.45141313	0.78247748	1.02462762	0.48717982
20200801	1.04686245	0.90406542	0.99333762	0.96439733	0.29529945	1.00000000	1.10587174	1.12138211	0.93171069	0.40276479	1.13099364	1.19860015	0.88641235	0.96627206	0.49771264	1.29785182	1.25972068	1.36785872	1.18458111	0.44733309	1.00749018	1.46300322	0.77774431	1.03288991	0.51462477
20210401	0.83825417	0.92724830	1.03436067	1.03859850	0.54741327	0.86763769	1.14143006	1.16177492	0.99889072	0.66609583	1.00000000	1.23523392	0.90960518	1.01693552	0.78204276	1.14895831	1.30620790	1.41930180	1.25902417	0.71407599	0.87737215	1.49018462	0.78864179	1.05983245	0.82934982
20210501	0.63537864	0.92005671	1.05377787	1.06646649	0.68596258	0.69974166	1.15289788	1.18033422	1.01909511	0.82282861	0.81758511	1.24347892	0.92213822	1.03556929	0.94324413	0.92923575	1.31091656	1.43581557	1.28796820	0.86750356	0.70342909	1.52174310	0.81431395	1.08406477	1.00000000
20211201	0.63537864	0.92005671	1.05377787	1.06646649	0.68596258	0.69974166	1.15289788	1.18033422	1.01909511	0.82282861	0.81758511	1.24347892	0.92213822	1.03556929	0.94324413	0.92923575	1.31091656	1.43581557	1.28796820	0.86750356	0.70342909	1.52174310	0.81431395	1.08406477	1.00000000
20220201	0.88396621	0.90785479	1.00770468	1.01955227	0.48403528	0.91184864	1.12766306	1.13861396	0.97420743	0.60663254	1.03984086	1.21796561	0.89547243	1.00000000	0.70751809	1.17712513	1.25925724	1.37999638	1.24375524	0.64771025	0.90985729	1.48532588	0.77017751	1.05878801	0.75315217
20220801	0.83738061	0.92262280	1.02795958	1.03573771	0.53748552	0.87361414	1.13492196	1.13270431	0.98197400	0.65811109	1.00571032	1.22355604	0.90090739	1.00000000	0.77214988	1.13545082	1.27982257	1.38715420	1.25202669	0.70519504	0.87117138	1.49049093	0.78196233	1.06071416	0.81890588
99999999	0.83299583	0.92402995	1.03029964	1.04024327	0.55102079	0.87839847	1.15518982	1.15546019	0.98561504	0.67183526	1.00425044	1.24180640	0.90957917	1.00000000	0.78428195	1.13961912	1.28840075	1.39792910	1.25159552	0.71689846	0.87621536	1.50962408	0.78782963	1.07831229	0.84011623
