date	p0	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p20	p21	p22	p23	p24
20170701	1.03001599	0.88508533	0.98642535	0.91996126	0.28668125	1.04484867	1.07245057	1.16575586	0.97968270	0.44100183	1.15731486	1.17997996	0.93107025	1.00000000	0.54204929	1.31258395	1.27782210	1.35401696	1.18953966	0.48626408	0.92783078	1.29889169	0.81623513	1.01450573	0.53140818
20180201	0.91817467	0.91067440	1.00000000	0.96841539	0.47043419	0.96888563	1.07775477	1.14844367	1.00068880	0.64781041	1.07965709	1.23379088	0.93623874	1.01997070	0.76109857	1.22878691	1.29299477	1.35378276	1.24388994	0.69810346	0.89458681	1.34990516	0.83414164	1.03231992	0.77673054
20180801	1.09800337	0.89528149	1.00396126	0.90281487	0.25471937	1.06208494	1.09262865	1.17729400	0.95521953	0.37173030	1.19389165	1.21845652	0.94939384	0.98151312	0.48055917	1.36151403	1.27720261	1.34852276	1.19884052	0.44110048	0.96704188	1.35703820	0.81970819	1.00000000	0.49368923
20181001	1.04955435	0.86697475	0.98083142	0.90326254	0.27411994	1.05724336	1.07744600	1.15046137	0.96435029	0.42914222	1.19611251	1.22458958	0.97097346	1.00000000	0.53279736	1.33905546	1.26938197	1.33636694	1.20405224	0.50110439	0.97264311	1.33060757	0.82347869	1.02156383	0.54392565
20190201	1.00000000	0.90112166	0.98076948	0.94337447	0.38547834	1.02280776	1.08407127	1.18133630	0.99935696	0.53028230	1.15771704	1.23325188	0.95665291	1.03318327	0.64707462	1.30409919	1.25999143	1.36610820	1.24974180	0.60447736	0.95591125	1.33975621	0.82913969	1.01516594	0.68027298
20190401	1.00000000	0.87351425	0.96359967	0.90510209	0.32526176	1.00205268	1.06053359	1.13321136	0.97098617	0.47448384	1.14322221	1.20357512	0.93862463	1.01657772	0.58882554	1.28244171	1.24631354	1.32942119	1.21855049	0.55481151	0.94236799	1.32878509	0.79175050	1.00238848	0.60773432
20191001	1.00000000	0.86754653	0.95698782	0.91289827	0.25529504	1.01092909	1.04606161	1.06516275	0.96294332	0.39031389	1.16082117	1.20165783	0.90461074	1.02361033	0.52079006	1.28962423	1.23177118	1.35104645	1.24215950	0.50339091	0.95871282	1.34033435	0.80284886	1.02084419	0.55485053
20200201	1.10743650	0.89704290	0.98976410	0.85572571	0.19742714	1.09691686	1.08488738	1.13548399	0.93503232	0.32238185	1.21167144	1.23234784	0.97270790	1.00058438	0.41837061	1.36816790	1.27996512	1.36715800	1.16229248	0.38996940	0.99686616	1.36200188	0.81187887	1.00000000	0.44496174
20200801	1.11534458	0.90874087	0.98282239	0.86375319	0.20475682	1.08918749	1.09186396	1.13214647	0.93547125	0.31940698	1.21820005	1.23669216	0.94332956	0.99852342	0.41804346	1.36719457	1.28589423	1.37125817	1.16094284	0.39485028	1.00000000	1.35481209	0.82213272	1.00362733	0.44222473
20210401	1.00000000	0.88604293	0.96542807	0.92539190	0.35956688	1.01968531	1.06898933	1.10215705	0.97810606	0.51674691	1.14540596	1.21590542	0.91636967	1.03601634	0.62038231	1.28615220	1.27374851	1.33951502	1.22168963	0.57004554	0.95002861	1.33960950	0.80417387	1.00694296	0.64167246
20210501	0.89991034	0.93259795	1.00000000	0.98869861	0.53873067	0.95276846	1.11730121	1.13152202	1.01552907	0.72267477	1.09784987	1.26084178	0.96633532	1.06330569	0.82934927	1.23196651	1.32751419	1.38420237	1.28660278	0.75791159	0.89898503	1.39322583	0.79796789	1.04860488	0.87028118
20211201	0.89991034	0.93259795	1.00000000	0.98869861	0.53873067	0.95276846	1.11730121	1.13152202	1.01552907	0.72267477	1.09784987	1.26084178	0.96633532	1.06330569	0.82934927	1.23196651	1.32751419	1.38420237	1.28660278	0.75791159	0.89898503	1.39322583	0.79796789	1.04860488	0.87028118
20220201	1.01655783	0.87186171	0.94825750	0.90715514	0.32400147	1.02441800	1.06707370	1.04068765	0.93783878	0.46917292	1.15272243	1.19652577	0.91807901	1.02038967	0.58531690	1.28556492	1.23657488	1.33406345	1.21451532	0.53785616	0.94445358	1.31950011	0.75839472	1.00000000	0.60190289
20220801	1.00000000	0.90074933	0.96759831	0.93570753	0.38323516	1.02308533	1.08022350	1.11809334	0.98202597	0.53537800	1.15864702	1.21352465	0.93439555	1.01602651	0.64074182	1.28806611	1.25735763	1.34825964	1.23339645	0.59366532	0.94946551	1.35678518	0.78363154	1.01290936	0.65814107
99999999	1.00000000	0.89467678	0.96068976	0.93198639	0.38755054	1.01598265	1.08110424	1.11099241	0.94819402	0.54400983	1.16044487	1.21720766	0.92899564	1.01683044	0.64947845	1.28982275	1.25540168	1.35541792	1.22853160	0.59582330	0.94811037	1.34569648	0.79981266	1.02424448	0.66642849
