date	p0	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p20	p21	p22	p23	p24
20170701	1.07544245	0.89659520	1.00000000	0.90253516	0.26798645	1.05776227	1.10132494	1.11105840	0.96499921	0.38628878	1.27231770	1.25191880	0.94967490	0.98023687	0.52113030	1.33845751	1.26543268	1.41974782	1.19781515	0.46576975	0.97499753	1.38494178	0.83681433	1.06013132	0.50801068
20180201	0.95870489	0.92043005	0.99465817	0.96549121	0.44171983	1.00000000	1.09559897	1.17985045	1.01163948	0.62483158	1.17876567	1.26408445	0.95159327	1.01742351	0.74545277	1.25535599	1.27654742	1.39724394	1.25533700	0.68325328	0.92270052	1.39079807	0.83960878	1.05851429	0.75860260
20180801	1.11598186	0.88602961	0.99735999	0.89824517	0.27542258	1.06011708	1.10361449	1.21357970	0.94462465	0.39596498	1.20545603	1.22241294	0.95280583	1.00000000	0.51399807	1.33721552	1.25716438	1.36809910	1.20027948	0.47751978	0.97671826	1.38842761	0.82483336	1.02677776	0.52310571
20181001	1.02414299	0.86249666	0.97345669	0.89334353	0.32648945	1.01852319	1.06309148	1.04497749	0.92692446	0.44987355	1.17202397	1.18763285	0.94436241	1.00203971	0.57635378	1.29082034	1.25154017	1.31818860	1.19694433	0.51928446	0.94299332	1.31250042	0.82460998	1.00000000	0.58549915
20190201	1.00000000	0.88901109	0.96376108	0.91459357	0.35030593	1.00826925	1.07715815	1.14966463	0.95776066	0.50257714	1.15809692	1.21334241	0.91536835	1.01887634	0.62180023	1.28355193	1.24966303	1.35503712	1.22251208	0.56827438	0.96392995	1.34057278	0.80206060	1.02203363	0.64870270
20190401	1.02293411	0.89223936	0.96149265	0.90890804	0.34770812	1.01854827	1.06565497	1.09333172	0.92666815	0.45880270	1.14320352	1.20398732	0.91860655	1.00000000	0.59047275	1.28020999	1.22789877	1.35588612	1.21157761	0.54619340	0.94934040	1.34280592	0.78173890	1.01733077	0.60049969
20191001	1.08117966	0.87724908	0.96070901	0.87782934	0.24121069	1.05080518	1.08950422	1.17123597	0.93600528	0.36237219	1.18887309	1.21665773	0.91986051	1.00000000	0.48125933	1.32213217	1.24538698	1.37112455	1.17357618	0.44591367	0.98750368	1.35075204	0.78833900	1.01143225	0.48920096
20200201	1.11321000	0.90600175	0.97972711	0.82720705	0.18945302	1.07774743	1.10271477	1.15087404	0.89153063	0.29056006	1.26062791	1.24262884	0.94331704	0.94288494	0.42054210	1.36318316	1.25567536	1.41176504	1.14306002	0.39972106	1.01429208	1.39214826	0.83560184	1.00000000	0.44962861
20200801	1.11974722	0.87772495	0.96178189	0.84568393	0.18966890	1.08102048	1.08962294	1.12518718	0.90622160	0.32622549	1.19011428	1.22681518	0.93084314	0.98595355	0.42515373	1.34391494	1.23959631	1.39592381	1.14773871	0.40544255	1.00000000	1.38303209	0.79727204	1.00498596	0.43957643
20210401	1.00225993	0.87890238	0.93770475	0.90584241	0.35472672	1.00000000	1.06205085	1.09679264	0.95216101	0.48940320	1.14578453	1.19233291	0.89672154	1.00309949	0.60131571	1.26825499	1.23022986	1.34502663	1.20309073	0.55407298	0.94696669	1.33857397	0.76835248	1.00041599	0.61099152
20210501	0.94565106	0.91990086	1.00000000	0.97986968	0.51763122	0.97917513	1.12684149	1.12947105	1.00721147	0.68703930	1.11108055	1.26670341	0.95614307	1.08120214	0.80534952	1.24482142	1.30323713	1.40402527	1.29158608	0.73870993	0.91987279	1.42184948	0.78868173	1.06892843	0.84525231
20211201	0.94565106	0.91990086	1.00000000	0.97986968	0.51763122	0.97917513	1.12684149	1.12947105	1.00721147	0.68703930	1.11108055	1.26670341	0.95614307	1.08120214	0.80534952	1.24482142	1.30323713	1.40402527	1.29158608	0.73870993	0.91987279	1.42184948	0.78868173	1.06892843	0.84525231
20220201	1.01233072	0.84935704	0.92811033	0.90111974	0.31994121	1.01879609	1.07296105	1.11133463	0.93831668	0.45574996	1.14603912	1.17948846	0.88878665	1.00000000	0.55759787	1.25344869	1.18798172	1.31987325	1.19183149	0.51479258	0.94052859	1.33143399	0.75857959	1.00153290	0.57302898
20220801	0.96356066	0.88922509	0.97076482	0.97503921	0.40628397	1.00434821	1.11043291	1.13789567	1.00000000	0.57164529	1.16927459	1.25236412	0.94301198	1.07266910	0.70722232	1.27619895	1.27128981	1.40605206	1.31369110	0.67435211	0.95360864	1.42146593	0.79601389	1.09265370	0.74577118
99999999	1.00000000	0.86039340	0.93815328	0.90451320	0.36639075	1.00451307	1.07925504	1.09970123	0.93372006	0.50445639	1.15137267	1.18948770	0.88341803	1.00163676	0.60883758	1.26005446	1.20957407	1.32354217	1.19922275	0.55364815	0.93433328	1.33416516	0.74875858	1.02404232	0.63319122
