0.7216	0.7903	0.8456	0.8503	1.0089	1.0981	1.0528	1.2151	1.1501	1.1571	1.0037	1.0265	0.9963	0.9943	0.7994	0.8020
0.8675	0.8385	0.9657	1.0852	1.1535	1.3010	1.2630	1.0564	1.0828	1.0000	1.1626	1.0000	0.9320	0.8741	0.9666	0.7725
0.6959	0.7366	0.9462	0.9665	1.0226	1.1540	1.2164	1.1939	1.1808	1.3423	1.0670	1.0260	0.9561	0.9774	0.9387	0.7585
0.6525	0.7621	0.8732	1.0038	1.0295	1.1481	1.1766	1.0888	1.0313	1.1766	1.1611	0.9619	0.9962	0.8754	0.8911	0.7138
0.0000	0.7954	0.8655	0.9018	0.9793	1.0672	1.1322	1.0874	1.1975	1.2801	1.0635	1.0000	0.9936	1.0118	0.9084	0.7880
0.8170	0.8299	0.8757	0.9721	1.1639	1.1200	1.2248	1.1342	1.2187	1.1406	1.0783	1.0279	0.9503	0.9163	0.8282	0.8637
0.7299	0.7951	0.8634	0.9439	1.0452	1.0691	1.2319	1.2257	1.1236	1.0916	1.1070	1.0470	0.9548	0.9045	0.8227	0.8913
0.8672	0.7960	0.8377	0.9438	0.9845	1.1614	1.2256	1.1534	1.1542	1.0963	1.1329	1.0852	1.0155	0.9046	0.8182	0.8900
0.8005	0.8245	0.8319	0.8737	1.0274	1.0181	1.1465	1.0861	1.0878	1.1137	1.0231	1.0623	0.9598	0.9819	0.8673	0.7830
0.7069	0.7284	0.8584	0.9729	1.0161	1.0559	1.0640	1.1493	1.0294	1.0661	1.2185	0.9430	0.8998	0.9952	1.0048	0.9386
0.7587	0.6364	0.7556	0.8219	0.9989	1.1024	1.1950	1.0839	1.0588	1.0868	1.0488	0.9498	1.0208	0.9897	0.8670	1.0011
0.7433	0.8281	0.9619	1.0071	1.2038	1.2199	1.2111	0.9805	1.1236	1.2587	1.1092	0.9929	0.9709	0.0000	0.0000	0.7625
0.9230	0.8520	0.8756	1.0265	1.1275	1.1014	1.1752	1.0182	1.1238	1.0071	1.0199	0.9929	0.9477	0.7968	0.7693	0.9023
0.8864	0.8793	0.9612	1.0046	1.0000	1.1405	1.1935	1.1841	1.1224	1.0573	1.1461	0.9088	0.9177	0.0000	0.8125	0.7786
0.7469	0.7374	0.8815	0.8990	1.0295	1.2137	1.1047	1.1108	1.0749	1.0885	1.0757	1.1144	0.9705	0.8439	0.8511	0.7259
0.6613	0.7867	0.9319	0.9812	1.0265	1.0857	1.1268	1.0847	1.1041	1.0224	1.0151	1.0400	0.9849	0.9648	0.8708	0.8391
0.8209	0.7299	0.8215	0.8613	1.0289	1.1404	1.0094	1.1860	1.0872	1.1307	1.0222	0.9906	1.0470	0.8802	0.8202	0.8796
0.7291	0.7996	0.8150	0.8405	1.0559	1.0584	1.2250	1.0866	1.0597	1.1704	1.1154	1.0261	0.9739	0.9672	0.8575	0.8795
0.7138	0.0000	0.8877	0.9470	1.0499	1.2353	1.2036	1.1300	1.1530	1.2087	1.1235	0.9244	1.0000	0.9240	0.8653	0.8912
0.8397	0.8195	0.8745	0.8174	1.0000	1.1200	1.0333	1.0619	1.0250	1.1117	1.0031	1.0864	0.0000	0.9155	0.8652	0.7868
0.8286	0.8182	0.8376	1.0063	0.9564	1.1389	1.1088	1.0430	1.0552	1.0273	1.0781	1.1121	0.9937	0.9386	0.9241	0.8368
0.5887	0.7574	0.8987	0.9970	0.0000	1.1180	1.1017	1.1273	1.0914	1.0818	1.0194	1.0030	0.9738	0.8794	0.0000	0.8045
0.8362	0.7876	0.9180	0.9545	1.0942	1.2022	1.2061	0.9989	1.1108	1.1755	1.1584	1.0011	1.0130	0.9099	0.8205	0.8368
0.7913	0.8397	0.9426	1.0000	1.3241	0.0000	1.1896	1.2994	1.2352	1.1644	1.3116	1.0205	0.9919	0.9871	0.9957	0.9987
0.8641	0.9187	0.8958	1.0124	1.1052	1.1507	1.2103	1.2167	1.2226	1.1984	1.1013	0.9876	0.9638	0.8834	0.7641	0.7649
