# CRUSH Pixel Data File
#
# Instrument: HAWC_PLUS
# Scan: 2017-10-26_HA_F446-90_0086_14-051
# Object: W3
# Date: 2017-10-26T06:06:35.650 (MJD: 58052.25538002315)
# Project: 90_0086_14
# Exposure: 81.11112 s.
# Equatorial: 02h25m40.200s 62d06m05.22s (J2000.0)
# Horizontal: 41d08m26.20s 52d41m01.90s
# CRUSH version: 2.41-1 (update.2)
#
# Flag '?' - 0x0x80000000 - Unknown
# Flag 'X' - 0x0x1 - Dead
# Flag 'B' - 0x0x2 - Blind
# Flag 'd' - 0x0x100 - Discarded
# Flag 'g' - 0x0x200 - Gain
# Flag 'n' - 0x0x400 - Noisy
# Flag 'f' - 0x0x800 - Degrees-of-freedom.
# Flag 's' - 0x0x1000 - Spiky
# Flag 'r' - 0x0x2000 - Railing/Saturated
# Flag 'F' - 0x0x4000 - Insufficient phase degrees-of-freedom
# Flag '@' - 0x0x8000 - Bad subarray gain
# Flag 'b' - 0x0x10000 - Bad TES bias gain
# Flag 'm' - 0x0x20000 - Bad MUX gain
# Flag 'R' - 0x0x40000 - Bad detector row gain
# Flag 'M' - 0x0x80000 - Bad series array gain
# Flag 'T' - 0x0x100000 - Flicker noise
# Flag 'L' - 0x0x200000 - LOS response
# Flag '\' - 0x0x400000 - Roll response
#
# ch	gain	weight		flag	eff	Gmux	idx	sub	row	col
R0[6,10]	0.982 	3.584E-4 	-	0.859	1.000	1.000	202	0	6	10
R0[6,11]	0.000 	2.154E-4 	gn	-294.410	1.000	1.000	203	0	6	11
R0[6,12]	0.911 	1.505E-4 	-	0.877	1.000	1.000	204	0	6	12
R0[6,13]	0.926 	3.343E-4 	-	0.844	1.000	1.000	205	0	6	13
R0[6,14]	0.942 	3.856E-4 	-	0.720	1.000	1.000	206	0	6	14
R0[6,15]	0.992 	3.160E-4 	-	0.742	1.000	1.000	207	0	6	15
R0[6,16]	1.085 	1.830E-4 	-	0.782	1.000	1.000	208	0	6	16
R0[6,17]	0.000 	3.740E-4 	gn	-1413.987	1.000	1.000	209	0	6	17
R0[6,18]	-0.001 	3.636E-4 	gn	65.169	1.000	1.000	210	0	6	18
R0[6,19]	0.893 	3.817E-4 	-	0.775	1.000	1.000	211	0	6	19
R0[6,21]	0.958 	3.468E-4 	-	0.779	1.000	1.000	213	0	6	21
R0[6,22]	0.961 	3.640E-4 	-	0.828	1.000	1.000	214	0	6	22
R0[6,23]	0.914 	1.824E-4 	-	0.854	1.000	1.000	215	0	6	23
R0[6,24]	-0.001 	5.023E-4 	gn	65.495	1.000	1.000	216	0	6	24
R0[6,25]	0.878 	4.106E-4 	-	0.871	1.000	1.000	217	0	6	25
R0[6,26]	0.985 	3.326E-4 	-	0.882	1.000	1.000	218	0	6	26
R0[6,28]	0.004 	2.462E-3 	gn	8.190	1.000	1.000	220	0	6	28
R0[6,29]	0.847 	2.910E-4 	-	0.964	1.000	1.000	221	0	6	29
R0[6,30]	0.004 	2.799E-3 	gn	10.485	1.000	1.000	222	0	6	30
R0[6,31]	0.695 	4.984E-4 	-	0.930	1.000	1.000	223	0	6	31
R0[7,0]	0.235 	8.581E-5 	gn	0.091	1.000	1.000	224	0	7	0
R0[7,1]	0.299 	5.106E-5 	gn	0.089	1.000	1.000	225	0	7	1
