5.464086691	6.164692217
2.65051066	5.972953739
-0.107359084	5.802631583
-2.865622525	5.579838017
-5.329554232	5.396201775
5.906576106	3.318345498
3.122143103	3.121284598
0.319026184	2.935963622
-2.50381446	2.729147455
-5.083346329	2.548486784
5.73510637	0.402657398
2.841693625	0.203314458
0	0
-2.853777562	-0.20741966
-5.203402012	-0.370474323
5.729612142	-2.527598592
2.770902239	-2.756407772
-0.118183849	-2.981569502
-2.968123542	-3.230619398
-5.294310264	-3.404639882
5.766510205	-5.477466355
2.718578465	-5.712518106
-0.132599275	-5.922598915
-2.98579766	-6.175089898
-5.058316097	-6.332145575
