-2.882061388	-2.965845602
-1.559197244	-2.92971897
-0.095073171	-2.872774058
1.333202897	-2.830356683
2.206892456	-2.80986947
-2.832264609	-1.528396776
-1.463469072	-1.499700519
-0.008651325	-1.464042681
1.454588927	-1.426686546
2.391591833	-1.393521293
-2.866632737	-0.053697859
-1.479508075	-0.02283006
0	0
1.46018239	0.025555351
2.439616259	0.045913977
-2.878734987	1.421356464
-1.440296258	1.446696231
0.056394127	1.46511317
1.508415601	1.48444851
2.45373007	1.489953733
-2.811319504	2.913442547
-1.405184042	2.928071003
0.053370381	2.942612554
1.534141501	2.946650456
2.499420564	2.915862963
