1.2738	1.1765	1.0521	1.0741	1.0051	0.9400	1.1607	0.9087	1.1337	1.1993	0.8458	0.8333	0.9949	0.8103	0.7788	0.9528
1.1247	1.1306	1.3726	1.3254	1.2423	1.0974	1.1980	1.0581	0.9321	0.9419	0.9206	0.8922	0.8507	0.8861	0.8328	0.7865
0.9746	0.8183	0.9443	1.2111	0.8437	0.9558	0.9146	0.9881	1.0176	1.1131	1.0046	0.9954	1.1654	1.3258	1.2139	1.4708
1.1437	1.2446	1.2077	1.1903	1.0993	1.0983	1.1489	0.9110	1.0071	0.8945	0.9045	0.9929	0.8201	0.9864	0.7877	0.9539
1.2414	0.9373	0.9382	0.9956	0.9498	0.9901	0.9607	0.8565	1.0443	1.0499	1.0044	1.1441	0.9721	1.2696	1.2305	1.4925
1.2532	1.0152	1.0396	1.1596	0.9848	1.0546	1.0831	0.9835	0.8686	1.0175	0.9525	0.8281	0.8716	0.7742	1.0895	0.8976
1.1060	1.0691	1.0357	0.9636	0.9455	0.9595	1.0329	0.9969	0.8909	1.0591	0.9983	0.8558	1.0235	1.0017	0.9333	1.1279
1.2946	1.2097	1.0924	1.0576	1.1071	1.0902	1.0682	0.9491	1.0509	0.8153	0.8530	0.7790	0.7231	0.7150	0.7017	0.7373
0.6547	0.6910	0.8938	0.7448	0.9937	1.0022	0.8429	1.1103	1.1397	0.9339	1.1281	1.0226	1.3027	0.9978	1.3139	1.3369
1.2519	1.0019	1.0190	1.1270	1.0111	0.9710	0.8925	1.2094	0.8384	0.8329	0.9377	0.8489	0.9872	0.9981	1.0736	1.0402
0.6650	0.6944	0.9190	0.8330	0.9986	1.0204	0.9361	1.0283	0.9914	1.0208	1.1224	0.9408	1.2055	1.1690	1.0014	1.3222
1.2576	1.1860	1.2044	1.2562	1.1081	1.1221	1.1790	0.9836	1.0164	0.9030	0.8731	0.9053	0.8624	0.8015	0.8346	0.8212
0.9830	0.7965	0.7804	0.8403	0.7972	0.9012	0.7927	1.0170	0.9361	1.1064	1.2151	1.0564	1.1680	1.2161	1.1393	1.5868
1.2163	1.0846	1.1289	1.0991	0.8431	0.9921	1.0568	1.0347	0.9282	0.8531	0.9489	0.8565	0.9601	0.8621	1.0079	1.0695
1.1726	1.1526	0.8862	0.9526	0.9872	1.0568	0.9854	1.0948	1.0128	0.9771	1.0196	0.9706	1.0291	0.8430	0.7499	1.0173
0.9908	0.9371	1.0479	0.9072	1.0194	1.0573	0.9680	1.0018	0.0000	0.9153	0.9426	1.1597	1.0436	1.0000	0.9784	1.0906
0.8628	0.8634	0.8521	0.0000	0.9638	0.8923	1.0000	1.0701	0.9717	1.0030	1.0622	0.9679	1.0502	1.1350	1.2218	1.2743
1.4716	1.3715	1.0317	1.3380	0.9991	1.0000	1.1811	1.0112	0.9542	0.0000	0.0000	0.7660	0.0000	0.7974	0.9062	0.9120
1.4048	0.9813	1.0300	0.8553	0.7270	1.0934	0.9824	0.9701	1.0287	1.0355	0.8640	1.0176	0.8577	0.8858	1.0189	1.1165
1.1985	1.2217	1.2848	1.2768	1.0975	1.1160	0.9921	0.9514	1.0079	1.0114	0.9002	0.7771	0.7986	0.7192	0.4519	0.4199
1.1924	0.8585	0.0000	0.8996	1.1248	1.0775	0.9271	1.0491	0.9722	1.0068	0.9421	1.0680	0.8400	1.0538	1.0000	0.9414
0.7972	0.7974	1.1468	1.1444	1.2696	1.2371	1.1571	1.0809	0.9747	1.1237	0.9856	0.9515	1.0144	0.8626	0.8128	0.8510
1.0000	0.8644	0.9296	1.0118	0.8687	0.9657	0.8911	0.9321	0.0000	1.1124	0.9951	1.0046	1.2330	1.3239	1.3766	1.7357
1.0429	1.0892	0.8578	1.0832	0.9263	0.9747	0.9810	1.0121	1.1614	0.9274	1.0553	1.0721	0.9857	0.9792	0.0000	1.0000
1.1271	0.0000	1.0000	1.1102	1.1286	1.0795	1.2128	1.2245	1.0524	0.9308	0.9782	0.9540	0.9795	0.7218	0.6666	0.6322
