0.8153	0.8457	0.9029	0.9006	0.9947	1.0703	1.0053	1.1795	1.1356	1.1577	1.0309	0.9174	1.1233	1.0962	0.9243	0.9890
0.9669	0.9275	1.0106	1.0899	1.1186	1.2244	1.2009	0.9094	0.9585	0.9232	1.1441	0.9894	1.0184	0.9338	1.0886	0.9200
0.6684	0.7588	0.9129	0.9511	0.9570	1.1170	1.1401	1.1251	1.1044	1.2894	1.0568	0.9976	0.9967	1.0024	1.0295	0.8163
0.7031	0.7665	0.8707	0.9815	0.9634	1.1019	1.1095	1.0185	0.9640	1.1453	1.1538	1.0417	1.0653	0.9731	1.0299	0.8194
0.0000	0.8657	0.8757	0.8399	1.0018	1.0631	1.0437	1.0000	1.0110	1.1490	0.9470	0.9545	0.8760	1.0434	1.0073	0.9282
0.8459	0.8910	0.8836	0.9189	1.0979	1.0993	1.1645	0.9867	1.1355	1.1216	1.0771	1.0119	1.0105	0.9895	0.9040	0.9729
0.7410	0.8253	0.9009	0.9434	0.9946	0.9827	1.1000	1.1197	1.0757	1.0939	1.1158	1.0915	1.0054	0.9465	0.9294	1.0842
0.9099	0.7874	0.8370	0.9226	0.9324	1.0500	1.1194	1.0222	1.0773	1.0482	1.1188	1.0406	1.0212	0.9188	0.8733	0.9788
0.8157	0.8668	0.8230	0.9004	0.9494	0.9812	1.1100	1.0188	1.0596	1.1332	1.0560	1.0417	1.0346	1.0937	0.9530	0.9208
0.7642	0.8217	0.9161	1.0302	0.9880	1.0271	1.0120	1.1135	0.9381	0.9734	1.1125	0.8507	0.8895	1.0353	1.0533	1.1050
0.7640	0.6674	0.7808	0.8165	0.9610	1.0743	1.1197	1.0501	0.9961	1.1074	1.0039	0.9746	1.0877	1.0759	0.9955	1.1221
0.7749	0.8452	0.8833	0.9698	1.1178	1.1279	1.1159	0.8883	1.0107	1.2250	1.0584	0.9893	1.0172	0.0000	0.0000	0.7444
0.9650	0.8573	0.8932	0.9814	1.1300	1.0848	1.1291	0.9688	1.1234	0.9938	1.1044	1.0062	1.0450	0.8559	0.8485	1.0779
0.9689	0.9480	0.9653	1.0000	0.9459	1.1084	1.1639	1.1365	1.0982	1.0503	1.1042	0.9799	1.0051	0.0000	0.9349	0.9215
0.7027	0.7883	0.8821	0.9088	0.9925	1.1821	1.0880	1.0566	1.0075	1.0306	1.0650	1.1315	1.0240	0.8621	0.9643	0.8967
0.7277	0.7922	0.8683	0.9679	0.9669	1.0134	1.0888	1.0314	1.0689	1.0177	1.0199	1.0611	1.0293	0.9866	0.9511	0.9263
0.8467	0.7009	0.8426	0.8399	1.0205	1.1217	0.9776	1.1263	1.0317	1.1680	1.0143	1.0816	1.1179	0.9372	0.8992	0.9857
0.6679	0.8454	0.7807	0.8095	0.9756	1.0083	1.1192	1.0191	1.0201	1.1901	1.1082	1.0556	0.9799	0.9783	0.9917	1.0155
0.7043	0.0000	0.8297	0.8737	0.9625	1.1688	1.0987	1.0239	1.0598	1.1474	1.1089	0.9156	1.0491	0.9328	0.9414	1.0000
0.8934	0.9319	1.0223	0.8989	1.0700	1.1976	1.0000	1.0871	1.1224	1.1685	0.9962	1.1538	0.0000	0.9573	0.9614	0.8671
0.8633	0.8303	0.8453	0.9526	0.8770	1.0541	1.0159	1.0406	0.9846	0.9313	1.0345	1.1012	1.0684	1.0420	1.0154	0.9117
0.6023	0.7439	0.8728	0.9423	0.0000	1.0025	1.0088	1.0054	1.0152	1.0555	0.9975	1.0417	1.0140	0.9373	0.0000	0.7982
0.8165	0.7555	0.9190	0.9745	1.0589	1.0765	1.1142	0.8751	1.0255	1.1276	1.0825	1.0309	1.0672	0.9200	0.9069	0.9076
0.7695	0.7353	0.8834	0.9201	1.1564	0.0000	1.0517	1.1437	1.1219	1.0000	1.2132	0.9561	0.9501	0.9569	1.0331	1.0210
0.8733	0.9401	0.8978	1.0132	1.1458	1.1604	1.2346	1.2000	1.2153	1.1671	1.1083	0.9699	0.9868	0.9194	0.7687	0.7675
