# Note: Dates are *start* dates of applicability, i.e. they should be just
# before the flight series they apply to.
# Date   ch   g0           NP           a            PS           QOFF         QS           ISOFF1       ISOFF2       ISOFF3       ISOFF4       ISOFF5       ISOFF6       ISOFF7       ISOFF8       ISOFF9       ISOFF10      ISOFF11      ISOFF12      ISOFF13      ISOFF14      ISOFF15      ISOFF16      ISOFF17      ISOFF18      ISOFF19      ISOFF20      ISOFF21      ISOFF22      ISOFF23      ISOFF24      ISOFF25
# 1402
20191001 B2   0.082660831  14.00323517  756.2140088  0.000558514  6.423265176  7.43e-06     1075331.499  1075322.472  1075340.096  1075312.556  1074846.61   1075043.151  1075015.316  1075053.858  1075017.904  1074625.001  1074923.883  1074890.84   1074873.279  1074867.784  1074555.205  1074943.015  1074906.249  1074873.152  1074833.999  1074545.944  1075248.449  1075163.716  1075096.536  1075057.061  1074697.264
# 2002
20200201 R105 0.117155872  14.2983228   424.3943618  0.000587251  6.431328155  1.64e-06     1151018.855  1151165.486  1151335.905  1151491.569  1151686.603  1150378.705  1150438.613  1150534.995  1150621.414  1150787.167  1149999.841  1149994.53   1150010.253  1150024.405  1150175.604  1150257.124  1150145.508  1150085.025  1150011.8    1150156.692  1150959.55   1150802.388  1150648.809  1150502.845  1150634.503
20200201 R130 0.117149152  14.38387888  422.3288473  0.000586606  6.412793944  1.75e-06     1151274.017  1151413.525  1151580.362  1151745.36   1151940.283  1150642.136  1150688.208  1150784.68   1150878.236  1151033.36   1150265.154  1150250.912  1150271.533  1150291.478  1150412.032  1150518.909  1150405.072  1150347.87   1150283.576  1150394.409  1151228.518  1151065.932  1150917.574  1150778.653  1150864.675
20200201 B1   0.082656143  13.59708573  791.9467518  0.000551348  6.765546829  1.09e-05     1075508.155  1075439.458  1075456.514  1075438.978  1075028.227  1075202.581  1075137.658  1075171.707  1075143.736  1074805.325  1075087.238  1075028.55   1074997.013  1074998.712  1074741.326  1075085.288  1075019.388  1074998.737  1074981.028  1074720.728  1075373.357  1075265.483  1075207.101  1075178.089  1074887.941
20200201 B2   0.082660669  14.04656317  752.1737328  0.000557073  6.475785075  7.62e-06     1075435.763  1075423.849  1075438.463  1075419.028  1074952.674  1075142.799  1075116.603  1075151.219  1075121.263  1074734.017  1075026.071  1074992.763  1074971.842  1074969.673  1074659.128  1075043.575  1075004.586  1074963.571  1074931.75   1074644.93   1075351.957  1075263.709  1075197.335  1075159.019  1074801.259
# 2008
20200801 R105 0.117155379  14.28856019  426.5910971  0.000587762  5.747153384  1.4e-06      1150786.535  1150937.578  1151102.407  1151260.275  1151461.205  1150158.485  1150215.382  1150312.167  1150396.925  1150580.952  1149779.614  1149773.79   1149789.25   1149802.593  1149986.71   1150031.268  1149918.542  1149858.006  1149788.722  1149978.801  1150722.787  1150565.813  1150413.546  1150272.914  1150465.547
20200801 R130 0.117144368  14.29543374  426.9190478  0.000586763  6.096206785  1.55e-06     1151136.27   1151277.312  1151432.555  1151603.452  1151797.41   1150515.03   1150558.595  1150656.912  1150748.703  1150909.271  1150134.141  1150118.757  1150140.587  1150160.973  1150302.788  1150370.199  1150258.625  1150203.751  1150143.351  1150288.035  1151056.117  1150896.708  1150750.529  1150619.746  1150751.892
20200801 B1   0.082656702  13.48800253  799.9220581  0.000548776  6.942111603  1.14e-05     1075568.923  1075379.166  1075383.704  1075406.958  1075162.458  1075227.265  1075078.552  1075098.73   1075096.975  1074904.803  1075096.498  1074962.827  1074915.888  1074934.353  1074791.633  1075066.912  1074931.22   1074908.044  1074905.897  1074744.456  1075341.453  1075173.946  1075103.823  1075095.705  1074910.709
20200801 B2   0.082658132  14.20396227  765.6969823  0.000558984  6.456275945  7.35e-06     1075530.788  1075414.072  1075443.061  1075455.625  1075173.007  1075209.25   1075119.438  1075145.591  1075149.898  1074915.604  1075088.306  1074994.307  1074968.762  1074984.163  1074798.5    1075090.573  1074990.016  1074962.508  1074942.337  1074742.872  1075388.696  1075241.942  1075181.013  1075154.848  1074925.029
# 2103
20210301 R105 0.117158708  14.29571379  424.5871686  0.000587255  6.018308378  1.4623e-06   1150709.976  1150860.54   1151017.407  1151191.289  1151388.023  1150076.086  1150129.091  1150230.992  1150317.104  1150491.642  1149693.138  1149686.182  1149702.35   1149716.219  1149894.079  1149946.798  1149832.159  1149772.671  1149702.931  1149878.853  1150637.787  1150483.601  1150330.467  1150188.582  1150364.037
20210301 R130 0.117147296  14.27733611  426.2978228  0.000586978  6.253416994  1.6322e-06   1151054.591  1151197.871  1151344.555  1151527.718  1151720.436  1150429.259  1150471.166  1150573.43   1150664.396  1150825.823  1150043.564  1150029.398  1150051.268  1150070.621  1150208.589  1150280.467  1150168.337  1150113.578  1150052.216  1150193.804  1150968.117  1150805.297  1150659.12   1150527.653  1150651.624
20210301 B1   0.082657169  13.86144678  779.1902605  0.000553217  6.901845307  1.09496e-05  1075435.575  1075184.956  1075170.605  1075205.596  1075070.984  1075091.304  1074864.741  1074880.06   1074879.136  1074789.863  1074970.109  1074754.598  1074699.132  1074717.426  1074642.589  1074931.315  1074729.588  1074691.395  1074689.858  1074599.756  1075208.127  1074987.606  1074902.766  1074883.082  1074770.798
20210301 B2   0.082660993  14.44704984  756.7553981  0.000558282  6.524857309  7.5353e-06   1075345.924  1075121.181  1075139.303  1075165.802  1075012.67   1074995.325  1074823.177  1074845.258  1074847.401  1074731.711  1074878.56   1074702.163  1074668.561  1074687.031  1074587.066  1074882.308  1074697.68   1074671.044  1074654.365  1074524.814  1075189.547  1074959.686  1074897.275  1074868.608  1074720.231
# 2105
20210501 R105 0.117162     14.2815      424.797      0.000585075  5.97635      1.74208e-06  1150583.647  1150728.753  1150903.766  1151063.649  1151257.039  1149945.11   1150001.709  1150100.493  1150187.087  1150366.501  1149563.52   1149554.316  1149570.416  1149584.299  1149747.752  1149825.781  1149705.21   1149641.695  1149572.299  1149736.012  1150518.89   1150350.657  1150198.631  1150053.704  1150214.676
20210501 R130 0.117149     14.2984      429.231      0.000587285  5.64539      1.33834e-06  1150914.074  1151055.201  1151221.401  1151384.277  1151565.408  1150298.024  1150349.549  1150451.345  1150533.117  1150690.613  1149922.834  1149909.343  1149929.227  1149943.991  1150076.884  1150158.593  1150049.415  1149990.169  1149924.729  1150074.759  1150839.264  1150680.311  1150536.38   1150398.787  1150522.591
20210501 B1   0.0826553    14.001       875.423      0.000550245  6.59861      1.05074e-05  1075088.689  1074957.114  1074951.553  1074962.168  1074612.637  1074789.88   1074696.25   1074724.91   1074694.95   1074413.124  1074691.418  1074596.263  1074546.287  1074553.855  1074351.081  1074663.827  1074568.291  1074569.494  1074564.541  1074333.805  1074934.954  1074802.095  1074732.355  1074731.629  1074494.463
20210501 B2   0.0826636    14.4868      820.427      0.000556428  6.52288      7.8155e-06   1074835.314  1074790.083  1074796.463  1074783.763  1074381.107  1074587.929  1074539.992  1074569.046  1074538.198  1074194.391  1074481.556  1074439.818  1074417.445  1074415.754  1074136.767  1074480.39   1074423.768  1074400.941  1074380.559  1074112.746  1074754.451  1074661.298  1074605.036  1074579.567  1074257.514
# 2112
20211201 R105 0.117161559  14.28147787  424.7973840  0.000585075  5.976348864  1.74208e-06  1150583.647  1150728.753  1150903.766  1151063.649  1151257.039  1149945.110  1150001.709  1150100.493  1150187.087  1150366.501  1149563.520  1149554.316  1149570.416  1149584.299  1149747.752  1149825.781  1149705.210  1149641.695  1149572.299  1149736.012  1150518.890  1150350.657  1150198.631  1150053.704  1150214.676
20211201 R130 0.117151813  14.32450861  424.3327056  0.000586859  5.786293009  1.47273e-06  1151435.070  1151562.605  1151745.201  1151912.467  1152094.413  1150795.554  1150861.079  1150954.638  1151043.145  1151198.563  1150421.848  1150418.283  1150440.063  1150456.083  1150549.816  1150676.857  1150577.616  1150516.718  1150441.916  1150508.153  1151378.015  1151232.399  1151080.133  1150939.217  1150966.680
20211201 B1   0.082656561  13.82252479  898.3142997  0.000556949  6.717347973  9.73319e-06  1075358.513  1075157.445  1075161.057  1075171.266  1074893.617  1075055.502  1074907.386  1074915.114  1074906.579  1074693.427  1074951.163  1074809.220  1074763.909  1074770.842  1074620.363  1074902.840  1074761.882  1074707.711  1074740.038  1074578.695  1075149.974  1074932.998  1074930.758  1074928.884  1074724.331
20211201 B2   0.082661442  14.56333119  830.8884356  0.000560783  6.326875743  6.99739e-06  1075178.791  1075083.084  1075095.997  1075103.723  1074774.548  1074916.117  1074839.559  1074873.195  1074857.572  1074574.617  1074821.036  1074749.686  1074719.949  1074728.834  1074501.518  1074810.907  1074726.990  1074708.430  1074694.457  1074462.905  1075067.870  1074944.358  1074899.774  1074888.039  1074609.331
# 2202
20220201 R105 0.117162817  14.36394902  424.4860714  0.000583733  6.229685338  1.96254e-06  1150987.175  1151124.260  1151301.340  1151461.228  1151642.714  1150351.927  1150410.522  1150506.261  1150597.463  1150766.426  1149974.660  1149970.751  1149995.529  1150002.171  1150108.704  1150237.575  1150141.834  1150073.606  1150001.949  1150101.825  1150937.033  1150796.478  1150644.401  1150487.300  1150510.308
20220201 R130 0.117149497  14.30394914  426.3720058  0.000587243  5.779980322  1.31949e-06  1151352.872  1151475.763  1151659.806  1151824.462  1152007.864  1150718.944  1150776.749  1150882.590  1150966.167  1151119.493  1150343.198  1150334.805  1150364.927  1150378.290  1150464.099  1150582.145  1150489.520  1150433.931  1150360.028  1150446.496  1151271.944  1151135.899  1150986.770  1150841.783  1150839.159
20220201 B1   0.082656173  13.71363235  893.8674340  0.000557523  6.753484718  9.65511e-06  1075575.308  1075337.272  1075342.613  1075360.888  1075111.809  1075254.097  1075073.603  1075093.902  1075086.306  1074898.300  1075135.988  1074975.497  1074936.510  1074950.201  1074819.995  1075073.411  1074933.282  1074883.507  1074909.576  1074778.233  1075332.782  1075128.462  1075090.264  1075092.068  1074918.316
20220201 B2   0.082661321  14.62576144  829.1569652  0.000560411  6.501570725  7.24425e-06  1075354.214  1075246.789  1075259.151  1075273.839  1074986.764  1075081.454  1074995.319  1075034.309  1075025.152  1074767.672  1074989.908  1074898.530  1074874.335  1074890.415  1074680.646  1074980.911  1074884.451  1074849.728  1074851.092  1074648.155  1075238.121  1075110.351  1075046.954  1075047.516  1074799.607
