| Date(YearMonth): |                                   |                                   1904 |                                        |                                        |                                        |                                        |
| Parameters       |                                   |                               Red D105 |                               Red D130 |                    Blue 1st Order D105 |                    Blue 2nd Order D105 | Blue 2nd Order D130                    |
| g0               |                                   |       0.117160233259183000000000000000 |       0.117149282897997000000000000000 |       0.082652118131792000000000000000 |       0.082660221837247000000000000000 | 0.082660221837247000000000000000       |
| NP               |                                   |      14.427713541370600000000000000000 |      14.463574709950600000000000000000 |      12.816926732751800000000000000000 |      14.134148322702000000000000000000 | 14.134148322702000000000000000000      |
| a                |                                   |     420.186881907560000000000000000000 |     420.201187298744000000000000000000 |     824.380647248944000000000000000000 |     770.787682546263000000000000000000 | 770.787682546263000000000000000000     |
| ISF              |                                   |       1.000000000000000000000000000000 |       1.000000000000000000000000000000 |       1.000000000000000000000000000000 |       1.000000000000000000000000000000 | 1.000000000000000000000000000000       |
| gamma            |                                   |       0.016720025998685000000000000000 |       0.016720002709356000000000000000 |       0.008900800006371000000000000000 |       0.008900802736200000000000000000 | 0.008900802736200000000000000000       |
| PS               |                                   |       0.000587064942907556000000000000 |       0.000587224570401070000000000000 |       0.000544129898618933000000000000 |       0.000557023806447068000000000000 | 0.000557023806447068000000000000       |
| QOFF             |                                   |       6.159833924191720000000000000000 |       6.401686705012180000000000000000 |       6.864172210937350000000000000000 |       6.450851211653540000000000000000 | 6.450851211653540000000000000000       |
| QS               |                                   |       0.000001623906202999130000000000 |       0.000001724930885229950000000000 |       0.000011499489242611900000000000 |       0.000007514798062224630000000000 | 0.000007514798062224630000000000       |
| ISOFF            |  1.000000000000000000000000000000 | 1150939.672255450000000000000000000000 | 1151280.500059620000000000000000000000 | 1075561.947765350000000000000000000000 | 1075387.096253100000000000000000000000 | 1075387.096253100000000000000000000000 |
|                  |  2.000000000000000000000000000000 | 1151084.729657890000000000000000000000 | 1151415.636462050000000000000000000000 | 1075433.878605700000000000000000000000 | 1075340.923550930000000000000000000000 | 1075340.923550930000000000000000000000 |
|                  |  3.000000000000000000000000000000 | 1151261.394426400000000000000000000000 | 1151587.727737630000000000000000000000 | 1075444.976307230000000000000000000000 | 1075361.500021180000000000000000000000 | 1075361.500021180000000000000000000000 |
|                  |  4.000000000000000000000000000000 | 1151416.396251480000000000000000000000 | 1151747.690859410000000000000000000000 | 1075466.381704810000000000000000000000 | 1075356.574743330000000000000000000000 | 1075356.574743330000000000000000000000 |
|                  |  5.000000000000000000000000000000 | 1151612.850625880000000000000000000000 | 1151947.598563000000000000000000000000 | 1075128.369671030000000000000000000000 | 1074964.750155270000000000000000000000 | 1074964.750155270000000000000000000000 |
|                  |  6.000000000000000000000000000000 | 1150294.335933510000000000000000000000 | 1150641.518536080000000000000000000000 | 1075238.821668480000000000000000000000 | 1075092.978042340000000000000000000000 | 1075092.978042340000000000000000000000 |
